0 -22 -22 -22 -22 
1 -2.422 -0.785 -22 -22 -22
2 -1.885 -0.6899 -22 -22
3 -1.349 -0.764 -22 -22
4 -0.754 -0.695 -2.001 3.926
5 -0.287 -0.771 -1.514 3.877
6 0.313 -0.665 -0.911 4.078
7 0.813 -0.544 -0.333 4.181 
8 1.894 -0.880 -22 -22 
9 -22 -22 -22 -22 
