-0.18192 0 0 0 0
4.66424 1 0 0 0
-2.53191 0 1 0 0
-0.578025 0 0 1 0
0.870868 0 0 0 1
3.3417 2 0 0 0
-9.9568 1 1 0 0
6.82425 0 2 0 0
-3.85063 1 0 1 0
2.02721 0 1 1 0
-0.376982 0 0 2 0
0.920435 1 0 0 1
-2.19927 0 1 0 1
-0.716543 0 0 1 1
0.00836438 0 0 0 2
1.81668 3 0 0 0
-0.804321 2 1 0 0
-4.15777 1 2 0 0
1.75988 0 3 0 0
-3.83372 2 0 1 0
-2.66334 1 1 1 0
1.06885 0 2 1 0
2.1522 1 0 2 0
-0.720334 0 1 2 0
0.624104 0 0 3 0
1.59544 2 0 0 1
-8.34383 1 1 0 1
5.49854 0 2 0 1
2.19308 1 0 1 1
4.55369 0 1 1 1
-0.00694597 0 0 2 1
-0.415607 1 0 0 2
0.450939 0 1 0 2
0.172776 0 0 1 2
-0.626405 0 0 0 3
7.59155 4 0 0 0
-6.41596 3 1 0 0
-8.04283 2 2 0 0
-2.31535 1 3 0 0
10.0576 0 4 0 0
-3.70435 3 0 1 0
5.87517 2 1 1 0
2.37948 1 2 1 0
-5.99571 0 3 1 0
-4.12399 2 0 2 0
-0.139097 1 1 2 0
5.29441 0 2 2 0
-1.52758 1 0 3 0
1.29912 0 1 3 0
0.00310356 0 0 4 0
-7.3268 3 0 0 1
11.8103 2 1 0 1
4.08778 1 2 0 1
-8.5067 0 3 0 1
1.36233 2 0 1 1
3.76061 1 1 1 1
-0.271578 0 2 1 1
0.257618 1 0 2 1
-0.310127 0 1 2 1
-0.228186 0 0 3 1
-0.775972 2 0 0 2
3.98675 1 1 0 2
-2.61326 0 2 0 2
0.218626 1 0 1 2
-3.79043 0 1 1 2
-0.0124398 0 0 2 2
-0.841729 1 0 0 3
0.813282 0 1 0 3
0.0973338 0 0 1 3
0.218043 0 0 0 4
