1.20385 0 0 0 0 0
1.56254 1 0 0 0 0
-0.343471 0 1 0 0 0
-0.0894833 0 0 1 0 0
-0.00311088 0 0 0 1 0
3.23632 0 0 0 0 1
-1.81899 2 0 0 0 0
-1.53412 1 1 0 0 0
-1.78709 0 2 0 0 0
-0.653976 1 0 1 0 0
6.62345 0 1 1 0 0
-0.196159 0 0 2 0 0
0.895868 1 0 0 1 0
-0.0162755 0 1 0 1 0
-0.448259 0 0 1 1 0
-0.446914 0 0 0 2 0
-0.0159969 1 0 0 0 1
-1.07921 0 1 0 0 1
-7.3144 0 0 1 0 1
-0.794009 0 0 0 1 1
-0.618001 0 0 0 0 2
3.27112 3 0 0 0 0
-0.223991 2 1 0 0 0
-0.110418 1 2 0 0 0
7.27894 0 3 0 0 0
5.96198 2 0 1 0 0
-2.29984 1 1 1 0 0
-0.69714 0 2 1 0 0
-1.31829 1 0 2 0 0
-5.28441 0 1 2 0 0
7.53184 0 0 3 0 0
-0.0126212 2 0 0 1 0
-0.0455515 1 1 0 1 0
-0.218204 0 2 0 1 0
-1.76421 1 0 1 1 0
-0.221382 0 1 1 1 0
-0.461678 0 0 2 1 0
-0.597711 1 0 0 2 0
0.339027 0 1 0 2 0
-0.387306 0 0 1 2 0
0.236454 0 0 0 3 0
-6.52296 2 0 0 0 1
-0.457141 1 1 0 0 1
-2.64066 0 2 0 0 1
-1.86161 1 0 1 0 1
-0.268866 0 1 1 0 1
10.2995 0 0 2 0 1
3.73446 1 0 0 1 1
2.60894 0 1 0 1 1
-0.107812 0 0 1 1 1
-0.0659297 0 0 0 2 1
-1.54289 1 0 0 0 2
-2.76882 0 1 0 0 2
-1.20983 0 0 1 0 2
-0.030208 0 0 0 1 2
-0.0267903 0 0 0 0 3
-1.54965 4 0 0 0 0
-2.40539 3 1 0 0 0
-0.685914 2 2 0 0 0
-0.731746 1 3 0 0 0
-0.184453 0 4 0 0 0
-1.53265 3 0 1 0 0
-2.55642 2 1 1 0 0
-0.134629 1 2 1 0 0
-1.4587 0 3 1 0 0
9.64591 2 0 2 0 0
-5.43878 1 1 2 0 0
-0.807763 0 2 2 0 0
-2.49467 1 0 3 0 0
18.2865 0 1 3 0 0
2.67129 0 0 4 0 0
-0.2331 3 0 0 1 0
-0.0267374 2 1 0 1 0
-0.190118 1 2 0 1 0
-2.18294 0 3 0 1 0
-0.210584 2 0 1 1 0
-0.77111 1 1 1 1 0
-0.0417859 0 2 1 1 0
-0.0051853 1 0 2 1 0
-1.98397 0 1 2 1 0
-7.02399 0 0 3 1 0
-0.0873255 2 0 0 2 0
2.27782 1 1 0 2 0
-0.968387 0 2 0 2 0
-0.0033406 1 0 1 2 0
-0.430688 0 1 1 2 0
0.825945 0 0 2 2 0
-0.0143222 1 0 0 3 0
-0.147625 0 1 0 3 0
0.357929 0 0 1 3 0
-0.0135928 0 0 0 4 0
10.7972 3 0 0 0 1
-1.8984 2 1 0 0 1
-3.62651 1 2 0 0 1
-3.71528 0 3 0 0 1
-13.359 2 0 1 0 1
-4.36107 1 1 1 0 1
15.2828 0 2 1 0 1
3.16959 1 0 2 0 1
-26.1377 0 1 2 0 1
3.48163 0 0 3 0 1
-1.65886 2 0 0 1 1
3.53309 1 1 0 1 1
-0.00796112 0 2 0 1 1
7.64297 1 0 1 1 1
-0.827911 0 1 1 1 1
-2.68517 0 0 2 1 1
-0.874364 1 0 0 2 1
-0.459946 0 1 0 2 1
1.14428 0 0 1 2 1
-0.0193538 0 0 0 3 1
-1.31189 2 0 0 0 2
18.0686 1 1 0 0 2
-3.31876 0 2 0 0 2
-0.594612 1 0 1 0 2
11.5959 0 1 1 0 2
-9.26462 0 0 2 0 2
-3.83042 1 0 0 1 2
-0.537045 0 1 0 1 2
4.81664 0 0 1 1 2
-0.00438983 0 0 0 2 2
-0.0244951 1 0 0 0 3
-0.288303 0 1 0 0 3
-0.740582 0 0 1 0 3
-0.0759509 0 0 0 1 3
0 0 0 0 0 4
-0.0402819 5 0 0 0 0
-0.0786448 4 1 0 0 0
3.26119 3 2 0 0 0
-0.30818 2 3 0 0 0
-0.0688078 1 4 0 0 0
-0.120795 0 5 0 0 0
-0.329082 4 0 1 0 0
-0.263136 3 1 1 0 0
-0.159071 2 2 1 0 0
-0.0369071 1 3 1 0 0
-0.716226 0 4 1 0 0
-0.402719 3 0 2 0 0
-0.0401047 2 1 2 0 0
-0.0326994 1 2 2 0 0
-0.0216785 0 3 2 0 0
-0.323536 2 0 3 0 0
-0.0154252 1 1 3 0 0
-1.35864 0 2 3 0 0
-0.117262 1 0 4 0 0
-0.111637 0 1 4 0 0
-0.00692627 0 0 5 0 0
-0.0641142 4 0 0 1 0
-0.0518768 3 1 0 1 0
-0.0350049 2 2 0 1 0
-0.0175685 1 3 0 1 0
-0.0103238 0 4 0 1 0
-0.0611037 3 0 1 1 0
-0.020789 2 1 1 1 0
-0.0533883 1 2 1 1 0
5.01208 0 3 1 1 0
-0.144481 2 0 2 1 0
-0.780368 1 1 2 1 0
-0.210375 0 2 2 1 0
1.12232 1 0 3 1 0
-0.0104315 0 1 3 1 0
-0.0209119 0 0 4 1 0
-0.0429678 3 0 0 2 0
-0.0162675 2 1 0 2 0
-0.0542714 1 2 0 2 0
-0.00645113 0 3 0 2 0
0.179111 2 0 1 2 0
-0.0762716 1 1 1 2 0
-0.00847455 0 2 1 2 0
-0.0299698 1 0 2 2 0
-0.0127388 0 1 2 2 0
-0.054159 0 0 3 2 0
-0.00418382 2 0 0 3 0
-0.0405718 1 1 0 3 0
-0.0258504 0 2 0 3 0
-0.0214756 1 0 1 3 0
-0.00497141 0 1 1 3 0
-0.00121027 0 0 2 3 0
-0.00692394 1 0 0 4 0
-0.00229343 0 1 0 4 0
-0.00229164 0 0 1 4 0
-0.00137433 0 0 0 5 0
-0.298934 4 0 0 0 1
-0.0710585 3 1 0 0 1
-0.118499 2 2 0 0 1
-0.0969367 1 3 0 0 1
-0.0430712 0 4 0 0 1
-0.122006 3 0 1 0 1
-0.842315 2 1 1 0 1
-1.01229 1 2 1 0 1
5.37375 0 3 1 0 1
-0.502345 2 0 2 0 1
-0.0342758 1 1 2 0 1
-0.719381 0 2 2 0 1
-0.689362 1 0 3 0 1
