4.04064 0 0 0 0
12.5453 1 0 0 0
-14.3192 0 1 0 0
-1.40435 0 0 1 0
-3.00913 0 0 0 1
49.7829 2 0 0 0
-125.405 1 1 0 0
75.6352 0 2 0 0
-6.22461 1 0 1 0
7.81281 0 1 1 0
1.00707 0 0 2 0
-5.31449 1 0 0 1
4.4046 0 1 0 1
1.16656 0 0 1 1
1.11393 0 0 0 2
-5.63699 3 0 0 0
21.0767 2 1 0 0
-26.7716 1 2 0 0
11.3997 0 3 0 0
-15.4363 2 0 1 0
39.2091 1 1 1 0
-24.9369 0 2 1 0
-0.361751 1 0 2 0
0.443559 0 1 2 0
-0.326529 0 0 3 0
-25.4882 2 0 0 1
64.4077 1 1 0 1
-38.7283 0 2 0 1
-0.330736 1 0 1 1
1.37084 0 1 1 1
-0.258059 0 0 2 1
-0.206758 1 0 0 2
0.833376 0 1 0 2
-0.358304 0 0 1 2
-0.296819 0 0 0 3
