0.575781 0 0 0 0
2.42114 1 0 0 0
-2.49392 0 1 0 0
0.0321772 0 0 1 0
0.191694 0 0 0 1
0.115564 2 0 0 0
0.362158 1 1 0 0
-0.71784 0 2 0 0
-0.0596801 1 0 1 0
-0.0427949 0 1 1 0
0.0242827 0 0 2 0
1.58504 1 0 0 1
-1.69281 0 1 0 1
-0.031831 0 0 1 1
-0.0319792 0 0 0 2
-0.349302 3 0 0 0
0.00792665 2 1 0 0
0.224422 1 2 0 0
0.127796 0 3 0 0
-0.147496 2 0 1 0
0.134024 1 1 1 0
0.132645 0 2 1 0
-0.0280357 1 0 2 0
0.0724679 0 1 2 0
-0.0503238 0 0 3 0
-0.190004 2 0 0 1
0.341859 1 1 0 1
-0.317288 0 2 0 1
-0.0986925 1 0 1 1
0.0824745 0 1 1 1
0.00576117 0 0 2 1
0.335809 1 0 0 2
-0.356053 0 1 0 2
-0.0141319 0 0 1 2
-0.0351378 0 0 0 3
-0.00653822 4 0 0 0
-0.0557668 3 1 0 0
-0.0154121 2 2 0 0
0.0382913 1 3 0 0
0.0297578 0 4 0 0
0.0265302 3 0 1 0
0.00801277 2 1 1 0
0.0118091 1 2 1 0
0.00461341 0 3 1 0
-0.184279 2 0 2 0
0.0956797 1 1 2 0
0.245818 0 2 2 0
-0.00998797 1 0 3 0
0.0240994 0 1 3 0
-0.0173522 0 0 4 0
-0.2431 3 0 0 1
-0.00774583 2 1 0 1
0.172243 1 2 0 1
0.154354 0 3 0 1
-0.0297789 2 0 1 1
0.084332 1 1 1 1
-0.0213258 0 2 1 1
0.0184244 1 0 2 1
-0.0560493 0 1 2 1
-0.00510817 0 0 3 1
-0.255042 2 0 0 2
0.233134 1 1 0 2
-0.00252378 0 2 0 2
-0.033719 1 0 1 2
0.106262 0 1 1 2
0.00954114 0 0 2 2
-0.769515 1 0 0 3
0.820216 0 1 0 3
0.019102 0 0 1 3
0.0115235 0 0 0 4
0.195969 5 0 0 0
0.0559872 4 1 0 0
-0.0210549 3 2 0 0
-0.0585291 2 3 0 0
-0.0886181 1 4 0 0
-0.145048 0 5 0 0
0.0949106 4 0 1 0
0.0580726 3 1 1 0
-0.00576214 2 2 1 0
-0.0780881 1 3 1 0
-0.156366 0 4 1 0
-0.0259618 3 0 2 0
-0.0503596 2 1 2 0
0.00930117 1 2 2 0
0.110494 0 3 2 0
-0.153143 2 0 3 0
0.0732289 1 1 3 0
0.0732276 0 2 3 0
-0.00208112 1 0 4 0
-0.0158219 0 1 4 0
0 0 0 5 0
0.144758 4 0 0 1
-0.0406428 3 1 0 1
-0.0693204 2 2 0 1
-0.0480374 1 3 0 1
-0.0588442 0 4 0 1
0.0882763 3 0 1 1
-0.0456569 2 1 1 1
-0.113178 1 2 1 1
-0.12895 0 3 1 1
-0.099983 2 0 2 1
-0.0170573 1 1 2 1
0.057228 0 2 2 1
0.0562525 1 0 3 1
-0.0257673 0 1 3 1
0.0269558 0 0 4 1
0.0995588 3 0 0 2
0.0325854 2 1 0 2
-0.018619 1 2 0 2
-0.0651032 0 3 0 2
0.169952 2 0 1 2
0.00655959 1 1 1 2
-0.257774 0 2 1 2
0.0984686 1 0 2 2
-0.188539 0 1 2 2
0.0536876 0 0 3 2
0.0705018 2 0 0 3
0.0161901 1 1 0 3
-0.0340758 0 2 0 3
0.101474 1 0 1 3
-0.0840989 0 1 1 3
-0.0285318 0 0 2 3
0.198974 1 0 0 4
-0.217464 0 1 0 4
-0.00408237 0 0 1 4
0 0 0 0 5
-0.055489 6 0 0 0
-0.00561169 5 1 0 0
0.0246994 4 2 0 0
0.043602 3 3 0 0
0.0461915 2 4 0 0
0.0206068 1 5 0 0
0 0 6 0 0
-0.0252323 5 0 1 0
0.107928 4 1 1 0
0.136534 3 2 1 0
0.0970705 2 3 1 0
0.0108975 1 4 1 0
-0.109855 0 5 1 0
-0.0866271 4 0 2 0
-0.0328082 3 1 2 0
-0.0130178 2 2 2 0
0.00948153 1 3 2 0
0.0476392 0 4 2 0
0.153266 3 0 3 0
-0.0164915 2 1 3 0
-0.0792212 1 2 3 0
-0.105845 0 3 3 0
-0.122714 2 0 4 0
0.151734 1 1 4 0
0.0359839 0 2 4 0
0 1 0 5 0
0 0 1 5 0
0 0 0 6 0
-0.0687454 5 0 0 1
-0.0999141 4 1 0 1
-0.0608803 3 2 0 1
0.00804982 2 3 0 1
0.05732 1 4 0 1
0.0435213 0 5 0 1
-0.194349 4 0 1 1
-0.0548632 3 1 1 1
