0.147757 0 0 0 0
0.318492 1 0 0 0
-0.0958443 0 1 0 0
-0.0652909 0 0 1 0
0.06527 0 0 0 1
-0.00883085 2 0 0 0
0.950961 1 1 0 0
0.0917755 0 2 0 0
-0.618527 1 0 1 0
0.661809 0 1 1 0
-0.239873 0 0 2 0
0.328755 1 0 0 1
-0.420577 0 1 0 1
-0.0399731 0 0 1 1
-0.0758356 0 0 0 2
-0.350428 3 0 0 0
-0.325004 2 1 0 0
0.21431 1 2 0 0
0.0163133 0 3 0 0
-0.185529 2 0 1 0
-0.0608013 1 1 1 0
0.110692 0 2 1 0
-0.488951 1 0 2 0
0.414182 0 1 2 0
0.293078 0 0 3 0
-0.0778879 2 0 0 1
0.954708 1 1 0 1
-0.502254 0 2 0 1
-0.132026 1 0 1 1
0.502163 0 1 1 1
-0.00835798 0 0 2 1
0.17115 1 0 0 2
-0.271804 0 1 0 2
-0.0726455 0 0 1 2
-0.0427701 0 0 0 3
0.00816982 4 0 0 0
-0.243876 3 1 0 0
-0.182491 2 2 0 0
0.0306273 1 3 0 0
0.0674549 0 4 0 0
-0.42622 3 0 1 0
-0.270277 2 1 1 0
0.118845 1 2 1 0
0.384051 0 3 1 0
0.14287 2 0 2 0
-0.0715847 1 1 2 0
-0.0652348 0 2 2 0
-0.00393285 1 0 3 0
0.0368427 0 1 3 0
0.158327 0 0 4 0
-0.0410801 3 0 0 1
-0.348407 2 1 0 1
0.2869 1 2 0 1
-0.347177 0 3 0 1
0.388472 2 0 1 1
-0.00937271 1 1 1 1
-0.337978 0 2 1 1
-0.144645 1 0 2 1
0.272067 0 1 2 1
0.0629678 0 0 3 1
-0.371486 2 0 0 2
0.951942 1 1 0 2
-0.713513 0 2 0 2
0.180015 1 0 1 2
0.061545 0 1 1 2
0.100997 0 0 2 2
-0.150281 1 0 0 3
0.498872 0 1 0 3
0.0367282 0 0 1 3
0.0225997 0 0 0 4
0.307533 5 0 0 0
0.0874528 4 1 0 0
-0.0426826 3 2 0 0
-0.0479944 2 3 0 0
0.0770288 1 4 0 0
0.262267 0 5 0 0
-0.295474 4 0 1 0
-0.180227 3 1 1 0
-0.0277718 2 2 1 0
0.176183 1 3 1 0
0.35383 0 4 1 0
-0.010122 3 0 2 0
-0.0644817 2 1 2 0
0.0431205 1 2 2 0
0.0779838 0 3 2 0
0.0945918 2 0 3 0
0.068977 1 1 3 0
-0.310126 0 2 3 0
0.0921357 1 0 4 0
-0.0661199 0 1 4 0
0 0 0 5 0
0.313721 4 0 0 1
-0.0139187 3 1 0 1
0.0248875 2 2 0 1
0.16318 1 3 0 1
-0.138529 0 4 0 1
0.107012 3 0 1 1
-0.0975249 2 1 1 1
0.108534 1 2 1 1
0.0842733 0 3 1 1
0.370361 2 0 2 1
-0.0131739 1 1 2 1
-0.18019 0 2 2 1
0.0550439 1 0 3 1
-0.106186 0 1 3 1
-0.245987 0 0 4 1
0.228343 3 0 0 2
-0.441822 2 1 0 2
0.670546 1 2 0 2
-0.398632 0 3 0 2
0.534554 2 0 1 2
-0.105676 1 1 1 2
-0.725386 0 2 1 2
0.0029999 1 0 2 2
-0.144362 0 1 2 2
-0.316594 0 0 3 2
-0.738077 2 0 0 3
0.753805 1 1 0 3
-0.148042 0 2 0 3
0.0680858 1 0 1 3
-0.414703 0 1 1 3
0.117123 0 0 2 3
0.00899036 1 0 0 4
-0.121325 0 1 0 4
0.00333993 0 0 1 4
0 0 0 0 5
0.0748001 6 0 0 0
-0.0303531 5 1 0 0
-0.155521 4 2 0 0
-0.217183 3 3 0 0
-0.156614 2 4 0 0
0.0579696 1 5 0 0
0 0 6 0 0
0.103191 5 0 1 0
0.124672 4 1 1 0
0.0635449 3 2 1 0
-0.00139719 2 3 1 0
-0.0205312 1 4 1 0
0.0102475 0 5 1 0
-0.0995255 4 0 2 0
-0.154792 3 1 2 0
-0.184896 2 2 2 0
-0.179201 1 3 2 0
-0.2001 0 4 2 0
-0.0431963 3 0 3 0
0.190679 2 1 3 0
0.350436 1 2 3 0
0.18275 0 3 3 0
