1.12084 0 0 0 0
1.87174 1 0 0 0
-2.93378 0 1 0 0
0.167757 0 0 1 0
0.211424 0 0 0 1
-0.273072 2 0 0 0
2.93226 1 1 0 0
-3.43289 0 2 0 0
-0.192981 1 0 1 0
3.13384 0 1 1 0
-2.09343 0 0 2 0
1.28723 1 0 0 1
-1.62795 0 1 0 1
-0.144631 0 0 1 1
-0.361623 0 0 0 2
-2.42008 3 0 0 0
0.0406218 2 1 0 0
0.573657 1 2 0 0
1.92921 0 3 0 0
-0.800075 2 0 1 0
-0.821791 1 1 1 0
-3.27818 0 2 1 0
-2.67679 1 0 2 0
1.23494 0 1 2 0
0.960407 0 0 3 0
-0.550962 2 0 0 1
3.88563 1 1 0 1
-1.29292 0 2 0 1
-1.24513 1 0 1 1
2.47583 0 1 1 1
1.34446 0 0 2 1
-0.38906 1 0 0 2
-0.0383044 0 1 0 2
-0.221008 0 0 1 2
0.203198 0 0 0 3
-1.83094 4 0 0 0
2.40929 3 1 0 0
1.38526 2 2 0 0
-0.716958 1 3 0 0
-1.30851 0 4 0 0
-0.194084 3 0 1 0
-0.538433 2 1 1 0
-0.623814 1 2 1 0
1.66838 0 3 1 0
-5.76437 2 0 2 0
3.93844 1 1 2 0
4.39201 0 2 2 0
0.352025 1 0 3 0
-0.699419 0 1 3 0
0.454682 0 0 4 0
3.04931 3 0 0 1
-1.92049 2 1 0 1
-3.45374 1 2 0 1
2.30475 0 3 0 1
3.49025 2 0 1 1
0.366492 1 1 1 1
-2.75914 0 2 1 1
0.553788 1 0 2 1
0.539735 0 1 2 1
-1.00095 0 0 3 1
-1.70649 2 0 0 2
1.06477 1 1 0 2
-0.0924793 0 2 0 2
0.79119 1 0 1 2
-2.39037 0 1 1 2
-0.0381245 0 0 2 2
-0.0354423 1 0 0 3
0.434223 0 1 0 3
0.161663 0 0 1 3
-0.0584785 0 0 0 4
