5.6292 0 0 0 0
1.96747 1 0 0 0
-1.03835 0 1 0 0
-0.471702 0 0 1 0
1.47733 0 0 0 1
0.0553668 2 0 0 0
0.180705 1 1 0 0
-0.66673 0 2 0 0
-0.127982 1 0 1 0
0.319713 0 1 1 0
-0.0683259 0 0 2 0
0.511328 1 0 0 1
-0.968972 0 1 0 1
-0.567866 0 0 1 1
-0.921653 0 0 0 2
-0.127278 3 0 0 0
-0.232864 2 1 0 0
0.0498417 1 2 0 0
0.320337 0 3 0 0
-0.289251 2 0 1 0
0.390406 1 1 1 0
-0.0134091 0 2 1 0
-0.273647 1 0 2 0
-0.0450429 0 1 2 0
-0.0984042 0 0 3 0
-0.245117 2 0 0 1
0.165175 1 1 0 1
-0.264221 0 2 0 1
-0.128982 1 0 1 1
0.547554 0 1 1 1
0.201963 0 0 2 1
-0.530435 1 0 0 2
-0.0997485 0 1 0 2
-0.163295 0 0 1 2
0.00950461 0 0 0 3
0.285598 4 0 0 0
-0.219688 3 1 0 0
-0.291694 2 2 0 0
-0.0715951 1 3 0 0
0.288442 0 4 0 0
0.339291 3 0 1 0
0.0321675 2 1 1 0
-0.118442 1 2 1 0
-0.36543 0 3 1 0
-0.38708 2 0 2 0
0.23216 1 1 2 0
0.308517 0 2 2 0
-0.0591914 1 0 3 0
-0.226957 0 1 3 0
-0.0260394 0 0 4 0
-0.137524 3 0 0 1
-0.235156 2 1 0 1
0.122808 1 2 0 1
0.54669 0 3 0 1
-0.360612 2 0 1 1
0.536596 1 1 1 1
-0.0287652 0 2 1 1
-0.0268031 1 0 2 1
0.0285999 0 1 2 1
0.0742202 0 0 3 1
-0.122088 2 0 0 2
0.13509 1 1 0 2
0.0196496 0 2 0 2
-0.0417364 1 0 1 2
0.427545 0 1 1 2
0.241975 0 0 2 2
-0.530878 1 0 0 3
0.974208 0 1 0 3
0.329323 0 0 1 3
0.0453722 0 0 0 4
0.398826 5 0 0 0
-0.00937617 4 1 0 0
-0.207815 3 2 0 0
-0.229475 2 3 0 0
-0.116224 1 4 0 0
0.0843218 0 5 0 0
0.451762 4 0 1 0
0.164229 3 1 1 0
-0.0847391 2 2 1 0
-0.262794 1 3 1 0
-0.431001 0 4 1 0
0.117961 3 0 2 0
-0.201956 2 1 2 0
-0.0572587 1 2 2 0
0.200974 0 3 2 0
-0.294846 2 0 3 0
0.37853 1 1 3 0
0.0925101 0 2 3 0
0.090284 1 0 4 0
-0.0597114 0 1 4 0
0 0 0 5 0
0.241501 4 0 0 1
-0.192091 3 1 0 1
-0.239105 2 2 0 1
-0.0522127 1 3 0 1
0.219727 0 4 0 1
0.221606 3 0 1 1
-0.0819565 2 1 1 1
-0.121071 1 2 1 1
-0.247912 0 3 1 1
-0.233704 2 0 2 1
0.218371 1 1 2 1
0.233697 0 2 2 1
0.202088 1 0 3 1
-0.126941 0 1 3 1
0.00413915 0 0 4 1
-0.010863 3 0 0 2
-0.118924 2 1 0 2
0.00750554 1 2 0 2
0.231723 0 3 0 2
-0.351788 2 0 1 2
0.546178 1 1 1 2
-0.362487 0 2 1 2
0.181361 1 0 2 2
-0.0423944 0 1 2 2
0.034551 0 0 3 2
0.411383 2 0 0 3
-0.111071 1 1 0 3
-0.161057 0 2 0 3
-0.0124603 1 0 1 3
-0.309521 0 1 1 3
-0.335083 0 0 2 3
0.219811 1 0 0 4
-0.318195 0 1 0 4
-0.0814204 0 0 1 4
0 0 0 0 5
-0.0639407 6 0 0 0
-0.00704251 5 1 0 0
0.0145455 4 2 0 0
0.0342356 3 3 0 0
0.0656511 2 4 0 0
0.111149 1 5 0 0
0 0 6 0 0
-0.169153 5 0 1 0
