111724 0 4
111724 1 4
111724 2 4
111725 0 4
111725 1 4
111726 0 4
111728 0 4
111728 1 4
111729 0 4
111729 1 4
111729 2 4
111730 0 4
111730 1 4
111731 0 4
111731 1 4
111731 2 4
111732 0 4
111732 1 4
111732 2 4
111733 0 4
111733 1 4
111733 2 4
111734 0 4
111734 1 4
111734 2 4
111735 0 4
111735 1 4
111736 0 4
111736 1 4
111737 0 4
111737 1 4
111831 0 4
111831 1 4
111832 0 4
111832 1 4
111833 0 4
111833 1 4
111834 0 4
111834 1 4
111835 0 4
111835 1 4
111836 0 4
111836 1 4
111837 0 4
111837 1 4
111838 0 4
111838 1 4
111839 0 4
111839 1 4
111840 0 4
111840 1 4
