1.49192 0 0 0 0 0
1.59639 1 0 0 0 0
-0.374327 0 1 0 0 0
-0.0691827 0 0 1 0 0
-0.00110515 0 0 0 1 0
2.68176 0 0 0 0 1
-1.82838 2 0 0 0 0
-1.55519 1 1 0 0 0
-1.75662 0 2 0 0 0
-0.564086 1 0 1 0 0
6.26388 0 1 1 0 0
-0.135567 0 0 2 0 0
0.704981 1 0 0 1 0
-0.0202982 0 1 0 1 0
-0.447504 0 0 1 1 0
-0.443805 0 0 0 2 0
-0.00896479 1 0 0 0 1
-1.09774 0 1 0 0 1
-7.21872 0 0 1 0 1
-0.775514 0 0 0 1 1
-0.567703 0 0 0 0 2
3.05088 3 0 0 0 0
-0.225804 2 1 0 0 0
-0.118464 1 2 0 0 0
7.20838 0 3 0 0 0
7.46715 2 0 1 0 0
-2.27023 1 1 1 0 0
-0.647463 0 2 1 0 0
-1.19012 1 0 2 0 0
-5.26535 0 1 2 0 0
9.91573 0 0 3 0 0
-0.0146806 2 0 0 1 0
-0.0477645 1 1 0 1 0
-0.192985 0 2 0 1 0
-1.73096 1 0 1 1 0
-0.247888 0 1 1 1 0
-0.473524 0 0 2 1 0
-0.594087 1 0 0 2 0
0.289072 0 1 0 2 0
-0.390599 0 0 1 2 0
0.236585 0 0 0 3 0
-6.61282 2 0 0 0 1
-0.552889 1 1 0 0 1
-2.60615 0 2 0 0 1
-1.84024 1 0 1 0 1
-0.342808 0 1 1 0 1
7.9014 0 0 2 0 1
3.96723 1 0 0 1 1
2.9276 0 1 0 1 1
-0.0878371 0 0 1 1 1
-0.0583015 0 0 0 2 1
-1.29501 1 0 0 0 2
-2.56914 0 1 0 0 2
-1.32567 0 0 1 0 2
-0.0454601 0 0 0 1 2
-0.00208158 0 0 0 0 3
-1.47678 4 0 0 0 0
-2.36179 3 1 0 0 0
-0.675414 2 2 0 0 0
-0.745511 1 3 0 0 0
-0.194504 0 4 0 0 0
-1.64349 3 0 1 0 0
-2.64021 2 1 1 0 0
-0.209914 1 2 1 0 0
-1.5174 0 3 1 0 0
7.80489 2 0 2 0 0
-5.43507 1 1 2 0 0
-0.774767 0 2 2 0 0
-2.95746 1 0 3 0 0
17.758 0 1 3 0 0
0.00893879 0 0 4 0 0
-0.229938 3 0 0 1 0
-0.0303398 2 1 0 1 0
-0.189876 1 2 0 1 0
-2.15706 0 3 0 1 0
-0.207577 2 0 1 1 0
-0.765568 1 1 1 1 0
-0.0316726 0 2 1 1 0
0.0253308 1 0 2 1 0
-2.01693 0 1 2 1 0
-7.0015 0 0 3 1 0
-0.0882371 2 0 0 2 0
2.49892 1 1 0 2 0
-0.953961 0 2 0 2 0
0.0132726 1 0 1 2 0
-0.446918 0 1 1 2 0
0.676204 0 0 2 2 0
-0.0106667 1 0 0 3 0
-0.145416 0 1 0 3 0
0.370984 0 0 1 3 0
-0.0134429 0 0 0 4 0
11.027 3 0 0 0 1
-2.02702 2 1 0 0 1
-3.69058 1 2 0 0 1
-3.62164 0 3 0 0 1
-13.2861 2 0 1 0 1
-4.41289 1 1 1 0 1
17.287 0 2 1 0 1
6.04403 1 0 2 0 1
-26.1079 0 1 2 0 1
4.43961 0 0 3 0 1
-1.71492 2 0 0 1 1
2.6761 1 1 0 1 1
-0.0202859 0 2 0 1 1
6.56976 1 0 1 1 1
-0.930434 0 1 1 1 1
-2.67724 0 0 2 1 1
-0.887607 1 0 0 2 1
-0.491664 0 1 0 2 1
1.35037 0 0 1 2 1
-0.0158925 0 0 0 3 1
-1.21202 2 0 0 0 2
18.9038 1 1 0 0 2
-3.15103 0 2 0 0 2
-0.657894 1 0 1 0 2
10.0043 0 1 1 0 2
-9.68189 0 0 2 0 2
-3.74837 1 0 0 1 2
-0.533464 0 1 0 1 2
5.08578 0 0 1 1 2
-0.0208669 0 0 0 2 2
0.284803 1 0 0 0 3
0.151266 0 1 0 0 3
-0.750948 0 0 1 0 3
-0.116086 0 0 0 1 3
-1.25697 0 0 0 0 4
0.00537785 5 0 0 0 0
-0.0521099 4 1 0 0 0
3.25735 3 2 0 0 0
-0.350417 2 3 0 0 0
-0.150333 1 4 0 0 0
-0.230712 0 5 0 0 0
-0.46964 4 0 1 0 0
-0.332836 3 1 1 0 0
-0.223455 2 2 1 0 0
-0.151447 1 3 1 0 0
-0.912316 0 4 1 0 0
-0.31596 3 0 2 0 0
0.044456 2 1 2 0 0
-0.0546506 1 2 2 0 0
-0.213651 0 3 2 0 0
-0.505267 2 0 3 0 0
0.0183903 1 1 3 0 0
-1.09382 0 2 3 0 0
-1.07806 1 0 4 0 0
0.705733 0 1 4 0 0
0.164878 0 0 5 0 0
-0.0535366 4 0 0 1 0
-0.0418937 3 1 0 1 0
-0.0285071 2 2 0 1 0
-0.0121572 1 3 0 1 0
0.00496793 0 4 0 1 0
-0.0975617 3 0 1 1 0
-0.0380454 2 1 1 1 0
-0.0659096 1 2 1 1 0
4.78662 0 3 1 1 0
-0.136257 2 0 2 1 0
-0.745147 1 1 2 1 0
-0.173645 0 2 2 1 0
1.58774 1 0 3 1 0
0.0353988 0 1 3 1 0
0.0164437 0 0 4 1 0
-0.0514887 3 0 0 2 0
-0.0249798 2 1 0 2 0
-0.0590532 1 2 0 2 0
0.00171094 0 3 0 2 0
0.03862 2 0 1 2 0
-0.0715372 1 1 1 2 0
-0.00557919 0 2 1 2 0
-0.00513064 1 0 2 2 0
-0.0240137 0 1 2 2 0
-0.0153806 0 0 3 2 0
-0.00713528 2 0 0 3 0
-0.042161 1 1 0 3 0
-0.0218087 0 2 0 3 0
-0.0117189 1 0 1 3 0
-0.0132792 0 1 1 3 0
-0.00886781 0 0 2 3 0
-0.00528418 1 0 0 4 0
-0.00211548 0 1 0 4 0
-0.00466052 0 0 1 4 0
-0.00192643 0 0 0 5 0
-0.314443 4 0 0 0 1
0.0267316 3 1 0 0 1
0.0590212 2 2 0 0 1
0.148995 1 3 0 0 1
0.29962 0 4 0 0 1
0.197741 3 0 1 0 1
-0.607845 2 1 1 0 1
-0.928993 1 2 1 0 1
4.69737 0 3 1 0 1
0.225554 2 0 2 0 1
0.329334 1 1 2 0 1
-0.573932 0 2 2 0 1
-0.924682 1 0 3 0 1
-0.33597 0 1 3 0 1
-0.593248 0 0 4 0 1
-0.0425563 3 0 0 1 1
-0.0395493 2 1 0 1 1
0.00320504 1 2 0 1 1
0.0705457 0 3 0 1 1
0.0357331 2 0 1 1 1
-0.251308 1 1 1 1 1
-1.11017 0 2 1 1 1
-0.162722 1 0 2 1 1
0.0094937 0 1 2 1 1
0.154302 0 0 3 1 1
-0.0595186 2 0 0 2 1
-0.157832 1 1 0 2 1
-0.0497068 0 2 0 2 1
-0.0288397 1 0 1 2 1
-0.053183 0 1 1 2 1
0.0400613 0 0 2 2 1
-0.00620058 1 0 0 3 1
-0.018172 0 1 0 3 1
-0.000280294 0 0 1 3 1
-0.00662095 0 0 0 4 1
-0.0408889 3 0 0 0 2
-0.929318 2 1 0 0 2
-0.774513 1 2 0 0 2
-1.63742 0 3 0 0 2
0.0827767 2 0 1 0 2
-0.673885 1 1 1 0 2
-1.21631 0 2 1 0 2
-0.403798 1 0 2 0 2
-0.552958 0 1 2 0 2
-0.706671 0 0 3 0 2
0.0762207 2 0 0 1 2
0.000752827 1 1 0 1 2
-0.0432139 0 2 0 1 2
-0.0478986 1 0 1 1 2
-0.164642 0 1 1 1 2
-0.447262 0 0 2 1 2
-0.326415 1 0 0 2 2
-0.163264 0 1 0 2 2
-0.100958 0 0 1 2 2
-0.00859177 0 0 0 3 2
-0.545605 2 0 0 0 3
-1.39711 1 1 0 0 3
-1.90173 0 2 0 0 3
5.1786 1 0 1 0 3
-0.306601 0 1 1 0 3
0.0454856 0 0 2 0 3
0.00555778 1 0 0 1 3
-0.0330404 0 1 0 1 3
-0.135409 0 0 1 1 3
-0.0322911 0 0 0 2 3
0.0654693 1 0 0 0 4
-0.111128 0 1 0 0 4
1.87652 0 0 1 0 4
0.119209 0 0 0 1 4
-0.464005 0 0 0 0 5
