0 -0.547447 0.140275 26.0729 0.0786429 367.561 8.86045
1 -0.0848432 0.107007 28.9857 0.0873705 345.428 3.56334
2 -0.445481 0.135697 25.0699 0.0788297 406.101 3.11414
3 -0.313234 0.135873 33.6859 0.101301 352.175 2.67322
4 0.0283852 0.0874425 25.0848 0.0749056 389.23 2.92318
5 0.0191997 0.0999774 27.2196 0.0811152 422.061 3.25354
6 0.0700553 0.0990187 26.7812 0.0752362 383.41 2.5242
7 -0.0303116 0.0900219 26.1092 0.0716185 405.139 2.00053
8 0.156051 0.0903369 24.933 0.0675005 402.918 2.57411
9 0.310595 0.0835046 24.8061 0.0666782 395.564 2.55787
10 -0.840567 0.145777 25.8904 0.0823206 392.329 2.40569
11 -0.386913 0.103246 28.7434 0.0867152 410.931 2.77529
12 -0.256149 0.106405 27.8818 0.0814769 261.535 3.3891
13 -0.0212354 0.123969 33.8838 0.103173 449.479 3.29714
14 0.120174 0.0864487 24.2022 0.062984 371.304 2.33055
15 -0.300096 0.0939796 25.7905 0.0747719 271.147 2.40704
16 0.0325982 0.0997894 27.3873 0.0769557 395.428 1.96338
17 -0.135995 0.108111 30.0203 0.0812463 430.878 2.66031
18 -0.262641 0.0916698 25.4425 0.0714867 396.545 2.26917
19 -0.080947 0.108885 29.6043 0.0855581 429.834 2.99941
20 1.10171 0.0985644 26.6471 0.0760986 365.313 3.24594
21 0.213356 0.130699 35.8876 0.0820029 346.347 2.47836
22 -0.0122791 0.109985 30.2356 0.086586 393.631 3.61845
23 0.140478 0.106214 28.9944 0.0834931 361.331 4.33092
