0 0.840 1.14650 -2.35 1.05015
1 0.882 1.17894 -1.84 1.1128
2 0.76 1.09621 -1.29 1.10104
3 0.8 1.08668 -0.73 1.10104
4 0.76 1.10591 -0.21 1.07964
5 0.71 1.0414 0.37 1.09142
6 0.84 1.10591 0.84 1.04357
7 0.76 1.10591 1.4 1.016
8 0 0 0 0
9 0 0 0 0
